Title,Genre,Rating,Votes,Duration
Phir Aayi Hasseen Dillruba,Thriller,5.8,6900,2h 12m
The Diary,Thriller,5.0,973,1h 22m
Elyas,Thriller,6.1,1500,1h 45m
Cora,Thriller,4.6,923,1h 44m
The Bad Shepherd,Thriller,4.3,820,1h 31m
The Intruder,Thriller,4.6,541,1h 41m
Dirty Boy,Thriller,8.1,22,1h 38m
Sins of the Bride,Thriller,6.4,104,1h 29m
Operation Blood Hunt,Thriller,3.4,503,1h 33m
Abraham Ozler,Thriller,6.5,4200,2h 23m
Simp,Thriller,5.1,70,N/A
DarkGame,Thriller,4.6,2900,1h 40m
Unpredictable,Thriller,5.5,409,1h 41m
Strictly Confidential,Thriller,2.8,865,1h 34m
Cry of Silence,Thriller,6.1,78,1h 56m
The Image of You,Thriller,4.6,860,1h 30m
Continental Split,Thriller,3.5,561,1h 28m
Laws of Man,Thriller,5.5,1400,1h 38m
Clear Cut,Thriller,3.7,576,1h 28m
Mong Vuot,Thriller,5.1,160,1h 36m
Noise,Thriller,6.0,61,1h 35m
You Can't Run Forever,Thriller,4.5,4400,1h 42m
Strangers,Thriller,4.3,404,1h 46m
Wanted Man,Thriller,4.8,2600,1h 25m
Blame the Game,Thriller,5.4,5200,1h 32m
Watch Us Kill,Thriller,6.7,50,N/A
Who Killed Terrance Brown?,Thriller,7.0,8,1h 35m
Ghost Game,Thriller,3.4,332,1h 26m
Mom,Thriller,5.2,199,1h 35m
The Sand Castle,Thriller,4.7,1700,1h 38m
Somebody,Thriller,7.9,59,1h 52m
All the Lost Ones,Thriller,3.7,263,1h 46m
Sorgavaasal,Thriller,6.6,1400,2h 18m
Cheat,Thriller,4.1,213,1h 45m
Hijack '93,Thriller,3.8,905,1h 27m
Visfot,Thriller,5.7,1200,2h 10m
Fluxx,Thriller,7.6,45,N/A
The Good Teacher,Thriller,6.6,2000,1h 31m
Maid Droid Origins,Thriller,3.0,327,1h 36m
The Weekend,Thriller,6.3,64,1h 57m
Mørkeland,Thriller,6.2,1100,1h 39m
The Notorious Finster,Thriller,4.1,156,1h 53m
Pacific Fear,Thriller,3.4,228,1h 25m
The Correspondent,Thriller,7.4,129,1h 59m
Somnium,Thriller,8.5,47,1h 32m
Heart of the Hunter,Thriller,4.7,2200,1h 45m
Last Known Location,Thriller,6.1,1400,1h 50m
Eat the Night,Thriller,6.1,523,1h 46m
Eagle,Thriller,5.9,4900,2h 39m
Shark Warning,Thriller,3.3,308,1h 34m
Brief History of a Family,Thriller,6.7,430,1h 40m
Scorched Earth,Thriller,6.7,571,1h 41m
Green Bones,Thriller,7.5,224,1h 36m
Trapped Inn,Thriller,2.7,927,1h 55m
The Silent Planet,Thriller,4.8,260,1h 35m
Six jours,Thriller,5.7,236,1h 35m
Held Hostage in My House,Thriller,4.7,142,1h 30m
She's Obsessed with My Husband,Thriller,5.0,249,1h 28m
Sayara,Thriller,5.7,281,1h 38m
Stolen,Thriller,5.7,2300,1h 45m
Guilty Pleasure,Thriller,4.5,160,1h 59m
Black,Thriller,7.1,2800,1h 55m
Belle,Thriller,5.8,85,1h 40m
Operation: Raqqa,Thriller,5.5,273,1h 47m
10 Days of a Curious Man,Thriller,5.7,1300,1h 50m
Rakshana,Thriller,5.5,1200,2h 19m
Stepmom from Hell,Thriller,4.7,149,1h 28m
The Sleeping Woman,Thriller,5.2,585,1h 50m
Hunting Matthew Nichols,Thriller,8.8,46,1h 36m
Case of Kondana,Thriller,5.8,706,2h 23m
Ferry 2,Thriller,5.6,3900,1h 34m
The Neighbor,Thriller,5.1,58,52m
Hunting Daze,Thriller,6.1,466,1h 19m
The Hangman,Thriller,3.3,1000,1h 32m
Went Up the Hill,Thriller,6.7,81,1h 40m
Bangkok Dog,Thriller,4.8,230,1h 25m
Karma's a Bitch,Thriller,4.4,36,1h 29m
Roadkill,Thriller,3.7,689,1h 30m
The Getaway,Thriller,6.3,77,1h 26m
Disciples in the Moonlight,Thriller,4.0,655,2h 6m
Demise,Thriller,4.1,318,2h 15m
Poison Sangga: The Homewrecker's Curse,Thriller,6.8,336,1h 58m
Faultline,Thriller,4.5,124,1h 32m
Yudhra,Thriller,5.0,13000,2h 22m
Sheriff,Thriller,6.9,1100,2h 13m
Murder at Hollow Creek,Thriller,3.9,88,N/A
Bionic,Thriller,4.3,1700,1h 50m
Rogue Elements: A Ryan Drake Story,Thriller,4.5,1000,44m
Haunt Season,Thriller,4.9,806,1h 21m
Boksi Ko Ghar,Thriller,7.6,937,1h 56m
Oshi no Ko: The Final Act,Thriller,6.5,153,2h 9m
Shoutai,Thriller,6.8,643,2h
Previously Saved Version,Thriller,5.4,443,1h 57m
Steal Her Breath,Thriller,6.1,94,1h 50m
Dark Feathers: Dance of the Geisha,Thriller,6.3,1100,1h 33m
S.T.A.L.K.E.R.: Shadow of the Zone,Thriller,5.2,490,1h 12m
The Long Game,Thriller,7.3,58,1h 28m
He Ain't Heavy,Thriller,6.0,370,1h 42m
Delivery Run,Thriller,7.4,16,N/A
Indian 2,Thriller,3.8,16000,N/A
Black Heat,Thriller,8.2,129,1h 33m
Shakhahaari,Thriller,7.5,1300,2h 25m
Curse of the Seven Oceans,Thriller,5.6,482,1h 34m
Bystanders,Thriller,3.9,337,1h 22m
Dilemma,Thriller,5.6,515,1h 24m
La Patasola,Thriller,2.6,63,1h 32m
I Am Kathalan,Thriller,6.7,1300,1h 55m
Hellhound,Thriller,4.3,513,1h 43m
Freelance,Thriller,4.9,362,1h 50m
Woman with the Red Lipstick,Thriller,5.4,197,1h 27m
Crakk: Jeetega... Toh Jiyegaa,Thriller,4.7,6500,2h 34m
Bonnie,Thriller,7.1,41,2h
The Train of Death,Thriller,4.7,708,1h 43m
In Our Blood,Thriller,6.9,47,1h 29m
Martin,Thriller,2.2,36000,2h 27m
Kill Victoria,Thriller,5.9,31,1h 30m
It's a Good Day to Die,Thriller,4.7,63,1h 27m
Puntos suspensivos,Thriller,6.1,462,1h 30m
Stranger Eyes,Thriller,6.4,317,2h 5m
Dancing Village: The Curse Begins,Thriller,5.7,4200,2h 2m
1 Million Followers,Thriller,4.7,718,1h 41m
Snatched,Thriller,5.9,467,1h 41m
Mr. Bachchan,Thriller,3.6,5300,2h 30m
What Happened to Suzy,Thriller,6.4,81,1h 34m
Unspeakable: Beyond the Wall of Sleep,Thriller,6.1,58,1h 30m
4PM,Thriller,5.7,163,1h 51m
Self Driver,Thriller,7.0,69,1h 30m
Interstate,Thriller,3.8,186,1h 24m
The Plot,Thriller,4.8,391,1h 40m
Naam,Thriller,6.3,283,2h 16m
Rest in Peace,Thriller,5.8,2300,1h 45m
The Body,Thriller,6.2,271,1h 56m
Adopted,Thriller,4.0,231,1h 23m
Black Eyed Susan,Thriller,5.0,352,1h 25m
Fresh,Thriller,8.0,30,1h 38m
Zero,Thriller,6.0,80,1h 28m
Cadi,Thriller,6.4,4400,2h 14m
Matka,Thriller,4.7,594,2h 36m
Premeditated,Thriller,6.2,15,1h 35m
El instinto,Thriller,6.6,118,N/A
Borderless Fog,Thriller,5.2,1300,1h 50m
The Kingdom,Thriller,6.8,123,2h 13m
The Old Bachelor,Thriller,7.9,89,3h 12m
Fear,Thriller,8.3,2800,1h 55m
The Death That Awaits,Thriller,5.6,620,1h 42m
Dard,Thriller,6.8,2000,2h 36m
Pizza Boy Rick,Thriller,4.3,1200,1h 21m
Curse of the Sin Eater,Thriller,4.9,783,1h 30m
Bangkok Breaking: Heaven and Hell,Thriller,5.8,690,2h 26m
