Title,Genre,Rating,Votes,Duration
Pani,Action,6.9,3200,2h 23m
The Family Star,Action,5.4,5600,2h 39m
Dominique,Action,5.3,2300,1h 40m
Toofan,Action,7.4,8400,2h 25m
Megamind vs. The Doom Syndicate,Action,2.5,5600,1h 23m
The Price of Money: A Largo Winch Adventure,Action,5.1,1200,1h 40m
Prey,Action,3.7,3300,1h 26m
I the Executioner,Action,6.3,1900,1h 58m
Deaner '89,Action,5.9,431,1h 30m
Code 8: Part II,Action,5.7,16000,1h 40m
Drive Back,Action,4.5,569,1h 34m
Ultraman: Rising,Action,6.9,6500,1h 57m
Bougainvillea,Action,6.4,3300,2h 18m
Hijack 1971,Action,6.8,3400,1h 40m
The Greatest of All Time,Action,5.7,23000,3h 3m
Hagen,Action,6.0,1300,2h 19m
The Courier,Action,6.0,4500,1h 41m
Justice League: Crisis on Infinite Earths - Part Two,Action,5.5,5500,1h 34m
Trouble,Action,6.2,7000,1h 38m
Anaconda,Action,4.9,652,1h 24m
Overlord: The Sacred Kingdom,Action,6.9,1300,2h 15m
Rifle Club,Action,7.0,4500,1h 53m
Levels,Action,5.0,1600,1h 33m
The Last Front,Action,5.5,623,1h 38m
One More Shot,Action,5.4,3700,1h 43m
Darkness of Man,Action,4.7,3200,1h 49m
Baby Invasion,Action,4.7,530,1h 20m
Kill Em All 2,Action,4.1,1400,1h 28m
The Wages of Fear,Action,4.6,4200,1h 44m
Black Creek,Action,9.4,22,1h 56m
Chandu Champion,Action,7.8,34000,2h 22m
Dark Match,Action,5.4,991,1h 34m
Article 370,Action,7.8,25000,2h 38m
Paradox Effect,Action,5.9,8700,1h 27m
Garudan,Action,7.1,3400,2h 13m
Karma,Action,7.8,1400,2h 47m
London Calling,Action,7.6,27,1h 49m
Khadaan,Action,7.1,2200,2h 17m
Sucha Soorma,Action,6.3,938,2h 16m
Viduthalai Part 2,Action,7.8,16000,2h 50m
Guntur Kaaram,Action,5.4,25000,2h 39m
Vettaiyan,Action,7.0,40000,2h 43m
Handsome Guys,Action,6.5,916,1h 41m
Murder Company,Action,3.6,1600,1h 26m
Bureau 749,Action,4.0,563,2h 3m
Hanu Man,Action,7.7,29000,2h 38m
Lights Out,Action,4.9,1800,1h 30m
Terminator: Skynet Rising,Action,6.6,272,1h 28m
Uch Qahramon,Action,8.5,77,N/A
Die Hart 2: Die Harter,Action,4.3,5600,1h 32m
Bohurupi,Action,8.0,1600,2h 35m
A.R.M,Action,7.1,8800,2h 30m
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,Action,7.2,8700,1h 44m
Air Force One Down,Action,4.4,2900,1h 24m
Alien: Rubicon,Action,2.4,356,1h 26m
Je Jatt Vigarh Gya,Action,5.6,830,2h 12m
Bagheera,Action,6.7,7400,2h 38m
Everybody Loves Jenifa,Action,8.2,91,2h 15m
One Fast Move,Action,5.0,2200,1h 48m
The Tiger's Apprentice,Action,5.7,2200,1h 24m
Yodha,Action,5.7,8900,2h 10m
Operation Valentine,Action,5.3,1400,2h 13m
Sasan,Action,8.7,78,2h 35m
Agent Recon,Action,2.4,711,1h 25m
Latency,Action,4.2,2800,1h 34m
Raayan,Action,6.5,11000,2h 25m
Wynonna Earp: Vengeance,Action,5.5,1600,1h 36m
Kingdom 4: Return of the Great General,Action,7.1,1400,2h 25m
Angels Fallen: Warriors of Peace,Action,4.8,5800,1h 43m
Death Whisperer 2,Action,6.3,1500,1h 50m
Siren,Action,6.4,2900,2h 34m
Vedaa,Action,6.0,4400,2h 25m
72 Hours,Action,4.1,318,1h 27m
Revolver,Action,5.4,906,1h 54m
Freedom,Action,5.9,1400,1h 50m
Gladiators,Action,4.5,102,1h 35m
Alienoid: The Return to the Future,Action,6.5,2700,2h 2m
Savi,Action,6.1,35000,2h 6m
Auron Mein Kahan Dum Tha,Action,6.5,41000,2h 30m
Arena Wars,Action,4.9,2200,1h 36m
Thangalaan,Action,6.6,6700,2h 36m
Invasion,Action,4.8,721,1h 31m
Golden Kamuy,Action,6.3,2600,2h 7m
Mafia Wars,Action,3.6,264,1h 34m
Bade Miyan Chote Miyan,Action,3.7,39000,2h 43m
GTMax,Action,5.0,1300,1h 40m
Baki Hanma VS Kengan Ashura,Action,5.7,2000,1h 2m
Citizen of a Kind,Action,6.7,867,1h 54m
Pins & Needles,Action,5.8,7,N/A
12 to Midnight,Action,3.6,289,1h 36m
A Legend,Action,4.7,970,2h 9m
Kahar: Kapla High Council,Action,7.0,478,1h 42m
How to Rob a Bank,Action,6.6,4200,1h 28m
Utopia,Action,3.6,381,1h 31m
Sunray: Fallen Soldier,Action,4.3,685,1h 55m
The Thundermans Return,Action,5.0,1900,1h 10m
Vanvaas,Action,6.6,1400,2h 40m
Kanguva,Action,4.5,15000,2h 32m
Don't Mess with Grandma,Action,5.6,263,1h 21m
Seeds,Action,5.0,197,1h 22m
KA,Action,7.0,1700,2h 31m
City Hunter,Action,6.3,5700,1h 42m
Uninvited,Action,5.5,110,1h 33m
Yolo,Action,6.9,3800,2h 9m
Gatao: Like Father Like Son,Action,5.7,227,2h 11m
Elyas,Action,6.1,1500,1h 45m
Operation Blood Hunt,Action,3.4,503,1h 33m
Devil's Knight,Action,5.2,942,1h 30m
School of Magical Animals 3,Action,5.8,336,1h 45m
The Twisters,Action,2.5,357,1h 26m
Continental Split,Action,3.5,561,1h 28m
Outlaw,Action,5.2,953,1h 22m
Troubleshooters,Action,6.5,427,1h 50m
The Last Kumite,Action,4.6,2300,1h 45m
Wanted Man,Action,4.8,2600,1h 25m
Ka Whawhai Tonu,Action,7.3,188,1h 55m
Tillu Square,Action,6.6,3400,2h 17m
Escape from the 21st Century,Action,6.5,934,1h 38m
The Mortician,Action,N/A,934,16+
All the Lost Ones,Action,3.7,263,1h 46m
Sorgavaasal,Action,6.6,1400,2h 18m
Fluxx,Action,7.6,45,N/A
The Lockdown,Action,4.3,622,1h 57m
