Title,Genre,Rating,Votes,Duration
Here Now,Drama,4.9,461,1h 58m
Without Blood,Drama,7.4,109,1h 31m
Merry Christmas,Drama,6.9,30000,2h 24m
Climax,Drama,6.7,66,1h 13m
Pantasya ni Tami,Drama,5.0,188,1h 54m
Something in the Water,Drama,4.1,4900,1h 26m
18×2 Beyond Youthful Days,Drama,7.3,2000,2h 3m
Blue Sun Palace,Drama,6.5,197,1h 56m
Je Jatt Vigarh Gya,Drama,5.6,830,2h 12m
Cinderella's Revenge,Drama,3.8,1200,1h 25m
Tegendraads,Drama,7.4,164,2h 7m
Shayar,Drama,8.2,673,2h 35m
Lubber Pandhu,Drama,8.1,6100,2h 26m
An Ordinary Case,Drama,6.6,1000,1h 55m
Traffic,Drama,7.1,98,1h 59m
Kingsmen,Drama,6.1,50,1h 12m
Everybody Loves Jenifa,Drama,8.2,91,2h 15m
Cinderella's Curse,Drama,3.3,1300,1h 22m
Aïcha,Drama,6.7,149,2h 3m
Kill the Jockey,Drama,6.4,1700,1h 36m
Intoxicated by Love,Drama,8.5,13000,1h 58m
Vanished Into the Night,Drama,5.2,4800,1h 32m
Vaazha: Biopic of a Billion Boys,Drama,7.3,4200,2h 5m
The Tiger's Apprentice,Drama,5.7,2200,1h 24m
Yodha,Drama,5.7,8900,2h 10m
Dead Wrong,Drama,3.7,278,1h 44m
Out Come the Wolves,Drama,4.7,1600,1h 26m
A Part of You,Drama,5.8,2900,1h 39m
Hisaab Barabar,Drama,5.8,1900,1h 52m
Ajosepo,Drama,8.7,64,2h 14m
Operation Valentine,Drama,5.3,1400,2h 13m
A True Gentleman,Drama,4.5,2200,1h 50m
Black Tea,Drama,5.2,580,1h 50m
L'attachement,Drama,7.3,519,1h 46m
Take My Hand,Drama,6.3,321,1h 42m
Nurse Abi,Drama,4.4,167,47m
Grave Torture,Drama,6.2,3000,1h 57m
Marmalade,Drama,6.3,3700,1h 39m
Good Bad Things,Drama,5.7,219,1h 36m
Why Do You?,Drama,5.3,448,1h 43m
Qalb,Drama,6.5,2400,2h 27m
Bhakshak,Drama,7.2,7200,2h 14m
Raayan,Drama,6.5,11000,2h 25m
The Quiet Son,Drama,6.6,704,1h 58m
Last Swim,Drama,6.5,276,1h 36m
The Paradise of Thorns,Drama,7.6,1300,2h 11m
Don't Let's Go to the Dogs Tonight,Drama,8.0,50,1h 38m
Ravens,Drama,8.0,79,1h 57m
Hanami,Drama,6.7,120,1h 36m
Transamazonia,Drama,6.1,76,1h 52m
Everybody Loves Touda,Drama,6.4,436,1h 42m
Love Story,Drama,5.5,416,2h 5m
From Ground Zero,Drama,7.9,557,1h 52m
Cheaters,Drama,4.3,183,52m
Death's Sonata,Drama,7.9,337,1h 43m
Broken Rage,Drama,6.1,1500,1h 2m
Langue Étrangère,Drama,6.7,527,1h 41m
Kingdom 4: Return of the Great General,Drama,7.1,1400,2h 25m
Transplant,Drama,8.7,25,1h 33m
Mond,Drama,7.0,291,1h 32m
Audrey,Drama,8.1,86,1h 41m
Love Kills,Drama,5.0,232,1h 40m
Salisihan,Drama,4.2,121,48m
Futra Days,Drama,4.2,155,1h 39m
Drowning Dry,Drama,6.1,473,1h 28m
Vedaa,Drama,6.0,4400,2h 25m
Peacock,Drama,7.3,495,1h 42m
Teach Her,Drama,3.2,39,1h 7m
Invention,Drama,6.6,43,1h 12m
How to Make Gravy,Drama,7.0,932,2h
Dirty Ice Cream,Drama,4.3,128,47m
Kulong,Drama,4.3,142,50m
