Title,Genre,Rating,Votes,Duration
Aiden,Horror,2.5,128,1h 14m
Director's Cut,Horror,7.4,100,1h 30m
Betting with Ghost,Horror,6.6,85,1h 52m
The Buildout,Horror,4.1,91,1h 10m
Chainsaws Were Singing,Horror,7.2,381,1h 57m
Bleeding,Horror,6.5,25,1h 38m
Deadly Culture: Final Mutation,Horror,2.8,55,1h 9m
Good Neighbours,Horror,3.1,182,1h 24m
Shark Island,Horror,3.2,116,1h 21m
Spring Garden,Horror,4.4,194,1h 30m
Easter Bloody Easter,Horror,3.3,311,1h 43m
Trinil,Horror,4.5,370,1h 45m
The Boys,Horror,4.7,143,2h 11m
Book of the Dead,Horror,5.5,75,1h 30m
Killer Influence,Horror,2.6,322,1h 24m
Invited,Horror,5.2,224,1h 11m
Sengkolo: Malam satu suro,Horror,6.0,58,1h 40m
The Yorkie Werewolf,Horror,5.8,85,N/A
The Only Ones,Horror,8.0,17,N/A
Spithood,Horror,5.5,1100,58m
Wineville,Horror,4.2,227,1h 40m
From Darkness,Horror,4.9,569,1h 35m
A Savior Red,Horror,5.2,252,1h 27m
A Halloween Feast,Horror,5.1,793,1h 43m
Go Away,Horror,4.2,209,N/A
Fangs Out: Blood Apocalypse,Horror,5.6,15,N/A
Love Me If You Dare,Horror,4.3,478,2h 8m
Z Zone,Horror,4.0,50,1h 23m
The Bitter Taste,Horror,7.4,20,2h 5m
Clown II,Horror,7.5,13,2h 21m
Monster Awakens,Horror,5.2,581,1h 14m
Ship of the Damned,Horror,2.8,303,1h 28m
Texas Cult House,Horror,7.8,25,N/A
Dead Teenagers,Horror,3.1,138,1h 20m
Perewangan,Horror,5.5,171,1h 49m
Guess Who,Horror,4.8,370,1h 33m
Thine Ears Shall Bleed,Horror,6.3,1100,1h 42m
Scopophobia,Horror,5.7,64,1h 40m
Ketchup on Waffles,Horror,N/A,64,1h 21m
The Cursed Land,Horror,5.5,299,2h 8m
Vampire Lake,Horror,5.3,141,N/A
Staycation,Horror,7.0,109,1h 34m
History of Evil,Horror,3.4,828,1h 38m
Gone with the Dead,Horror,4.4,47,1h 36m
Jugaremos en el bosque,Horror,4.8,98,1h 30m
Jurnal Risa by Risa Saraswati,Horror,4.4,301,1h 32m
Valari,Horror,8.0,2600,2h 15m
Ghost Train,Horror,3.8,5,1h 35m
Till Death Do Us Part,Horror,6.3,280,1h 48m
Hellhounds,Horror,3.4,178,1h 21m
The Hereditary,Horror,N/A,178,N/A
The Blackwell Ghost 8,Horror,6.1,400,1h 9m
The Seductress from Hell,Horror,6.7,18,1h 42m
They Turned Us Into Killers,Horror,2.7,259,1h 26m
Salem Witch Doll,Horror,2.4,136,1h 16m
9 Windows,Horror,3.7,320,1h 22m
Hu Die Da Shia,Horror,4.6,42,1h 42m
Devil,Horror,4.5,1600,1h 58m
Anatema,Horror,4.2,217,1h 31m
The Sin,Horror,5.3,349,1h 43m
Do Not Open,Horror,2.6,264,1h 31m
The Beldham,Horror,6.8,42,N/A
You Shouldn't Have Let Me In,Horror,4.1,180,1h 24m
Campton Manor,Horror,3.4,232,1h 23m
OMG: O Manchi Ghost,Horror,5.0,590,2h 5m
STEVE (A Minecraft Movie),Horror,6.9,12,1h 1m
Bad Things,Horror,N/A,12,N/A
Cursed,Horror,4.2,141,1h 21m
A Mother's Embrace,Horror,5.8,602,1h 30m
Silence of the Prey,Horror,3.8,297,1h 37m
The Killers,Horror,6.1,76,1h 59m
Graveyard Shark,Horror,3.4,229,1h 37m
Migraine,Horror,8.6,24,1h 5m
Séance Games: Metaxu,Horror,3.3,200,1h 26m
The Gesuidouz,Horror,6.6,80,1h 33m
Manipula,Horror,8.4,29,1h 34m
Bag of Lies,Horror,3.8,582,1h 36m
Pater Noster and the Mission of Light,Horror,7.3,139,Not Rated
Whisper of the Witch,Horror,3.9,337,1h 35m
The Last Nightmare Part One,Horror,5.8,78,50m
Christmas Slasher,Horror,N/A,78,N/A
Daft State,Horror,6.4,48,18+
The Banished,Horror,5.6,21,1h 37m
Broken Bird,Horror,5.7,125,1h 39m
Project Dorothy,Horror,3.9,3200,1h 20m
Spider Baby or The Maddest Story Ever Told,Horror,4.8,101,1h 12m
Nearing Death,Horror,5.6,350,1h 36m
Dosen Ghaib: It's Nighttime or You Already Know,Horror,4.2,301,1h 34m
Jonestown: The Final Reckoning,Horror,N/A,301,59m
Pandora,Horror,5.4,16,N/A
The Hunted,Horror,5.1,374,1h 34m
Mummy Shark,Horror,2.0,180,1h 6m
Killington,Horror,2.8,186,1h 27m
Run!,Horror,3.5,102,1h 26m
All Hallows' Eve: Inferno,Horror,4.3,131,1h 14m
Sam and Colby: The Legends of the Paranormal,Horror,4.8,313,1h 38m
Winter Island,Horror,4.6,178,1h 42m
Killjoy: Terrify,Horror,3.6,22,N/A
Its Name Was Mormo,Horror,3.6,123,1h 33m
Paku Tanah Jawa,Horror,4.2,117,1h 40m
True Fear,Horror,4.5,294,1h 32m
Nanay tatay,Horror,7.3,52,2h
Pasahero,Horror,5.9,26,2h
Vertical,Horror,5.2,142,1h 51m
Jurassic Triangle,Horror,2.4,286,1h 24m
Oculus,Horror,6.0,15,1h 53m
Name the Demon,Horror,3.5,167,1h 17m
Séance,Horror,7.3,17,1h 25m
Carnage for Christmas,Horror,4.5,347,1h 9m
The American Backyard,Horror,6.2,165,1h 47m
A Wedding Story,Horror,5.0,2200,1h 50m
The North Witch,Horror,5.2,17,1h 20m
There's a Zombie Outside,Horror,6.5,43,1h 15m
Amp House Massacre,Horror,3.8,190,1h 20m
Don't Make a Sound,Horror,3.9,39,1h 20m
Kuyang,Horror,5.2,485,1h 37m
The Best of Me,Horror,N/A,485,1h 29m
Lost Angels,Horror,6.9,27,1h 36m
The Carters,Horror,5.4,27,1h 15m
4:44 : Time of Fear,Horror,5.3,21,44m
Dinner with Leatherface,Horror,7.4,34,1h 46m
Bloody Mary,Horror,2.6,6,N/A
Wild Animal,Horror,8.2,13,19m
Karkhanu,Horror,9.0,57,N/A
Granny,Horror,8.0,7,40m
The Epidemic,Horror,5.8,71,1h 35m
Halloween: Season of the Boogeyman,Horror,7.9,28,N/A
Effigy,Horror,2.8,263,1h 18m
Cold Blows the Wind,Horror,5.7,799,1h 25m
H.P. Lovecraft's the Shadow Over Innsmouth,Horror,7.8,13,N/A
The Vord,Horror,3.3,67,1h 41m
Cold Blooded,Horror,4.2,17,N/A
Shark Exorcist 2: Unholy Waters,Horror,3.3,147,1h 14m
Huntress,Horror,3.0,85,1h 17m
Dracula: The Count's Kin,Horror,5.0,46,N/A
Las Tias,Horror,4.8,260,1h 27m
Chateau,Horror,4.0,287,1h 23m
Hemet or the Landlady Don't Drink Tea,Horror,4.3,88,1h 29m
Guardian,Horror,4.0,668,2h
Ghost Island,Horror,7.4,50,1h 35m
The Omicron Killer,Horror,2.9,596,1h 38m
Dead Whisper,Horror,3.8,557,1h 28m
Kifn,Horror,7.3,690,1h 40m
Quadrant,Horror,4.3,146,1h 13m
Followers,Horror,3.6,255,1h 14m
Man in the Blue Suit,Horror,4.9,14,N/A
Bloody Bridget,Horror,7.0,54,1h 21m
The Girl in the Trunk,Horror,3.4,348,1h 30m
Bhairadevi,Horror,8.7,51,2h 14m
Water Horse,Horror,5.9,240,1h 25m
